id	BioSample_id	Accession	BioProject	SRAAccession	BioSampleTitle	SampleName	SampleType	Package	Infraspecies	Organism	OrganismAlt	SubSpecies	Strain	TaxonomyID	Biovar	CollectionDate	GeographicLocation	Host	HostDisease	IsolateNameAlias	IsolationSource	Lat	LatLon	Lon	Date	ModificationDate	PublicationDate	Organization
412	2403065	SAMN02403065	PRJNA47685	None	Generic sample from Yersinia pestis CMCC99103	ADRQ	None	Generic.1.0	strain: CMCC99103	None	Yersinia pestis CMCC99103	None	CMCC99103	755953	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
413	2403064	SAMN02403064	PRJNA47685	None	Generic sample from Yersinia pestis CMCC96007	ADRP	None	Generic.1.0	strain: CMCC96007	None	Yersinia pestis CMCC96007	None	CMCC96007	755951	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
414	2403063	SAMN02403063	PRJNA47685	None	Generic sample from Yersinia pestis CMCC96001	ADRO	None	Generic.1.0	strain: CMCC96001	None	Yersinia pestis CMCC96001	None	CMCC96001	755950	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
415	2403062	SAMN02403062	PRJNA47685	None	Generic sample from Yersinia pestis CMCC95001	ADRN	None	Generic.1.0	strain: CMCC95001	None	Yersinia pestis CMCC95001	None	CMCC95001	755949	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
416	2403061	SAMN02403061	PRJNA47685	None	Generic sample from Yersinia pestis CMCC93014	ADRM	None	Generic.1.0	strain: CMCC93014	None	Yersinia pestis CMCC93014	None	CMCC93014	755948	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
417	2403060	SAMN02403060	PRJNA47685	None	Generic sample from Yersinia pestis CMCC92010	ADRL	None	Generic.1.0	strain: CMCC92010	None	Yersinia pestis CMCC92010	None	CMCC92010	755947	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
418	2403059	SAMN02403059	PRJNA47685	None	Generic sample from Yersinia pestis CMCC92004	ADRK	None	Generic.1.0	strain: CMCC92004	None	Yersinia pestis CMCC92004	None	CMCC92004	755946	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
419	2403058	SAMN02403058	PRJNA47685	None	Generic sample from Yersinia pestis CMCC91090	ADRJ	None	Generic.1.0	strain: CMCC91090	None	Yersinia pestis CMCC91090	None	CMCC91090	755945	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
420	2403057	SAMN02403057	PRJNA47685	None	Generic sample from Yersinia pestis CMCC90027	ADRI	None	Generic.1.0	strain: CMCC90027	None	Yersinia pestis CMCC90027	None	CMCC90027	755944	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
421	2403056	SAMN02403056	PRJNA47685	None	Generic sample from Yersinia pestis CMCC87001	ADRH	None	Generic.1.0	strain: CMCC87001	None	Yersinia pestis CMCC87001	None	CMCC87001	755943	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
422	2403055	SAMN02403055	PRJNA47685	None	Generic sample from Yersinia pestis CMCC84046	ADRG	None	Generic.1.0	strain: CMCC84046	None	Yersinia pestis CMCC84046	None	CMCC84046	755942	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
423	2403054	SAMN02403054	PRJNA47685	None	Generic sample from Yersinia pestis CMCC84038	ADRF	None	Generic.1.0	strain: CMCC84038	None	Yersinia pestis CMCC84038	None	CMCC84038	755941	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
424	2403053	SAMN02403053	PRJNA47685	None	Generic sample from Yersinia pestis CMCC84033	ADRE	None	Generic.1.0	strain: CMCC84033	None	Yersinia pestis CMCC84033	None	CMCC84033	755940	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
425	2403052	SAMN02403052	PRJNA47685	None	Generic sample from Yersinia pestis CMCC8211	ADRD	None	Generic.1.0	strain: CMCC8211	None	Yersinia pestis CMCC8211	None	CMCC8211	755938	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
426	2403051	SAMN02403051	PRJNA47685	None	Generic sample from Yersinia pestis CMCC71001	ADRC	None	Generic.1.0	strain: CMCC71001	None	Yersinia pestis CMCC71001	None	CMCC71001	755935	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
427	2403050	SAMN02403050	PRJNA47685	None	Generic sample from Yersinia pestis CMCC67001	ADRB	None	Generic.1.0	strain: CMCC67001	None	Yersinia pestis CMCC67001	None	CMCC67001	755934	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
428	2403049	SAMN02403049	PRJNA47685	None	Generic sample from Yersinia pestis CMCC640047	ADRA	None	Generic.1.0	strain: CMCC640047	None	Yersinia pestis CMCC640047	None	CMCC640047	755933	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
429	2403048	SAMN02403048	PRJNA47685	None	Generic sample from Yersinia pestis CMCC64001	ADQZ	None	Generic.1.0	strain: CMCC64001	None	Yersinia pestis CMCC64001	None	CMCC64001	755932	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
430	2403047	SAMN02403047	PRJNA47685	None	Generic sample from Yersinia pestis CMCC51020	ADQY	None	Generic.1.0	strain: CMCC51020	None	Yersinia pestis CMCC51020	None	CMCC51020	755930	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
431	2403046	SAMN02403046	PRJNA47685	None	Generic sample from Yersinia pestis CMCC49003	ADQX	None	Generic.1.0	strain: CMCC49003	None	Yersinia pestis CMCC49003	None	CMCC49003	755929	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
432	2403045	SAMN02403045	PRJNA47685	None	Generic sample from Yersinia pestis CMCC43032	ADQW	None	Generic.1.0	strain: CMCC43032	None	Yersinia pestis CMCC43032	None	CMCC43032	755926	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
433	2403044	SAMN02403044	PRJNA47685	None	Generic sample from Yersinia pestis CMCC42007	ADQV	None	Generic.1.0	strain: CMCC42007	None	Yersinia pestis CMCC42007	None	CMCC42007	755925	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
434	2403043	SAMN02403043	PRJNA47685	None	Generic sample from Yersinia pestis CMCC38001	ADQU	None	Generic.1.0	strain: CMCC38001	None	Yersinia pestis CMCC38001	None	CMCC38001	755923	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
435	2403042	SAMN02403042	PRJNA47685	None	Generic sample from Yersinia pestis CMCC348002	ADQT	None	Generic.1.0	strain: CMCC348002	None	Yersinia pestis CMCC348002	None	CMCC348002	755922	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
436	2403041	SAMN02403041	PRJNA47685	None	Generic sample from Yersinia pestis CMCC347001	ADQS	None	Generic.1.0	strain: CMCC347001	None	Yersinia pestis CMCC347001	None	CMCC347001	755921	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
437	2403040	SAMN02403040	PRJNA47685	None	Generic sample from Yersinia pestis CMCC31004	ADQR	None	Generic.1.0	strain: CMCC31004	None	Yersinia pestis CMCC31004	None	CMCC31004	755920	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
438	2403039	SAMN02403039	PRJNA47685	None	Generic sample from Yersinia pestis CMCC27002	ADQQ	None	Generic.1.0	strain: CMCC27002	None	Yersinia pestis CMCC27002	None	CMCC27002	755919	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
439	2403038	SAMN02403038	PRJNA47685	None	Generic sample from Yersinia pestis CMCC21106	ADQP	None	Generic.1.0	strain: CMCC21106	None	Yersinia pestis CMCC21106	None	CMCC21106	755918	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
440	2403037	SAMN02403037	PRJNA47685	None	Generic sample from Yersinia pestis CMCC18019	ADQO	None	Generic.1.0	strain: CMCC18019	None	Yersinia pestis CMCC18019	None	CMCC18019	755917	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
441	2403036	SAMN02403036	PRJNA47685	None	Generic sample from Yersinia pestis CMCC125002	ADQN	None	Generic.1.0	strain: CMCC125002	None	Yersinia pestis CMCC125002	None	CMCC125002	755913	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
442	2403035	SAMN02403035	PRJNA47685	None	Generic sample from Yersinia pestis CMCC12003	ADQM	None	Generic.1.0	strain: CMCC12003	None	Yersinia pestis CMCC12003	None	CMCC12003	755909	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
443	2403034	SAMN02403034	PRJNA47685	None	Generic sample from Yersinia pestis CMCC114001	ADQL	None	Generic.1.0	strain: CMCC114001	None	Yersinia pestis CMCC114001	None	CMCC114001	755908	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
444	2403033	SAMN02403033	PRJNA47685	None	Generic sample from Yersinia pestis CMCC11001	ADQK	None	Generic.1.0	strain: CMCC11001	None	Yersinia pestis CMCC11001	None	CMCC11001	755906	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
445	2403032	SAMN02403032	PRJNA47685	None	Generic sample from Yersinia pestis CMCC107004	ADQJ	None	Generic.1.0	strain: CMCC107004	None	Yersinia pestis CMCC107004	None	CMCC107004	755905	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
446	2403031	SAMN02403031	PRJNA47685	None	Generic sample from Yersinia pestis CMCC106002	ADQI	None	Generic.1.0	strain: CMCC106002	None	Yersinia pestis CMCC106002	None	CMCC106002	755904	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
447	2403030	SAMN02403030	PRJNA47685	None	Generic sample from Yersinia pestis CMCC104003	ADQH	None	Generic.1.0	strain: CMCC104003	None	Yersinia pestis CMCC104003	None	CMCC104003	755903	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
448	2403029	SAMN02403029	PRJNA47685	None	Generic sample from Yersinia pestis CMCC10012	ADQG	None	Generic.1.0	strain: CMCC10012	None	Yersinia pestis CMCC10012	None	CMCC10012	755902	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
449	2403028	SAMN02403028	PRJNA47685	None	Generic sample from Yersinia pestis CMCC05013	ADQF	None	Generic.1.0	strain: CMCC05013	None	Yersinia pestis CMCC05013	None	CMCC05013	755901	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
450	2403027	SAMN02403027	PRJNA47685	None	Generic sample from Yersinia pestis CMCC05009	ADQE	None	Generic.1.0	strain: CMCC05009	None	Yersinia pestis CMCC05009	None	CMCC05009	755900	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
451	2403026	SAMN02403026	PRJNA47685	None	Generic sample from Yersinia pestis CMCC03001	ADQD	None	Generic.1.0	strain: CMCC03001	None	Yersinia pestis CMCC03001	None	CMCC03001	755899	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
452	2403025	SAMN02403025	PRJNA47685	None	Generic sample from Yersinia pestis CMCC02041	ADQC	None	Generic.1.0	strain: CMCC02041	None	Yersinia pestis CMCC02041	None	CMCC02041	755898	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
453	2403024	SAMN02403024	PRJNA47685	None	Generic sample from Yersinia pestis C1989001	ADQB	None	Generic.1.0	strain: C1989001	None	Yersinia pestis C1989001	None	C1989001	755891	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
454	2403023	SAMN02403023	PRJNA47685	None	Generic sample from Yersinia pestis C1976001	ADQA	None	Generic.1.0	strain: C1976001	None	Yersinia pestis C1976001	None	C1976001	755883	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
455	2403022	SAMN02403022	PRJNA47685	None	Generic sample from Yersinia pestis C1975003	ADPZ	None	Generic.1.0	strain: C1975003	None	Yersinia pestis C1975003	None	C1975003	755915	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
456	2403021	SAMN02403021	PRJNA47685	None	Generic sample from Yersinia pestis biovar Antiqua str. E1979001	ADRZ	None	Generic.1.0	strain: E1979001	None	Yersinia pestis biovar Antiqua str. E1979001	None	E1979001	360099	Antiqua	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
457	2403020	SAMN02403020	PRJNA47685	None	Generic sample from Yersinia pestis A1973001	ADPY	None	Generic.1.0	strain: A1973001	None	Yersinia pestis A1973001	None	A1973001	755874	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
458	2403019	SAMN02403019	PRJNA47685	None	Generic sample from Yersinia pestis A1956001	ADPX	None	Generic.1.0	strain: A1956001	None	Yersinia pestis A1956001	None	A1956001	755924	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
459	2403018	SAMN02403018	PRJNA47685	None	Generic sample from Yersinia pestis 970754	ADPW	None	Generic.1.0	strain: 970754	None	Yersinia pestis 970754	None	970754	755895	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
460	2403017	SAMN02403017	PRJNA47685	None	Generic sample from Yersinia pestis 945	ADPV	None	Generic.1.0	strain: 945	None	Yersinia pestis 945	None	945	755894	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
461	2403016	SAMN02403016	PRJNA47685	None	Generic sample from Yersinia pestis 91	ADPU	None	Generic.1.0	strain: 91	None	Yersinia pestis 91	None	91	755893	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
462	2403015	SAMN02403015	PRJNA47685	None	Generic sample from Yersinia pestis 9	ADPT	None	Generic.1.0	strain: 9	None	Yersinia pestis 9	None	9	755896	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
463	2403014	SAMN02403014	PRJNA47685	None	Generic sample from Yersinia pestis 780441	ADPS	None	Generic.1.0	strain: 780441	None	Yersinia pestis 780441	None	780441	755888	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
464	2403013	SAMN02403013	PRJNA47685	None	Generic sample from Yersinia pestis 735	ADPR	None	Generic.1.0	strain: 735	None	Yersinia pestis 735	None	735	755868	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
465	2403012	SAMN02403012	PRJNA47685	None	Generic sample from Yersinia pestis 7338	ADPQ	None	Generic.1.0	strain: 7338	None	Yersinia pestis 7338	None	7338	755886	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
466	2403011	SAMN02403011	PRJNA47685	None	Generic sample from Yersinia pestis 710317	ADPP	None	Generic.1.0	strain: 710317	None	Yersinia pestis 710317	None	710317	755885	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
467	2403010	SAMN02403010	PRJNA47685	None	Generic sample from Yersinia pestis 71021	ADPO	None	Generic.1.0	strain: 71021	None	Yersinia pestis 71021	None	71021	755884	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
468	2403009	SAMN02403009	PRJNA47685	None	Generic sample from Yersinia pestis 7	ADPN	None	Generic.1.0	strain: 7	None	Yersinia pestis 7	None	7	755889	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
469	2403008	SAMN02403008	PRJNA47685	None	Generic sample from Yersinia pestis 620024	ADPM	None	Generic.1.0	strain: 620024	None	Yersinia pestis 620024	None	620024	755881	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
470	2403007	SAMN02403007	PRJNA47685	None	Generic sample from Yersinia pestis 5761	ADPL	None	Generic.1.0	strain: 5761	None	Yersinia pestis 5761	None	5761	755860	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
471	2403006	SAMN02403006	PRJNA47685	None	Generic sample from Yersinia pestis 5	ADPK	None	Generic.1.0	strain: 5	None	Yersinia pestis 5	None	5	755880	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
472	2403005	SAMN02403005	PRJNA47685	None	Generic sample from Yersinia pestis 42095	ADPJ	None	Generic.1.0	strain: 42095	None	Yersinia pestis 42095	None	42095	755878	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
473	2403004	SAMN02403004	PRJNA47685	None	Generic sample from Yersinia pestis 42091	ADPI	None	Generic.1.0	strain: 42091	None	Yersinia pestis 42091	None	42091	755877	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
474	2403003	SAMN02403003	PRJNA47685	None	Generic sample from Yersinia pestis 42082	ADPH	None	Generic.1.0	strain: 42082	None	Yersinia pestis 42082	None	42082	755876	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
475	2403002	SAMN02403002	PRJNA47685	None	Generic sample from Yersinia pestis 42013	ADPG	None	Generic.1.0	strain: 42013	None	Yersinia pestis 42013	None	42013	755875	None	None	None	None	None	None	None	None	None	None	2013/11/15	2014/03/07	2013/11/15	Beijing Genomics Institute
